id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,lokasi,alamat,satuan,tahun
180,180,JAWA BARAT,3351,KABUPATEN CIANJUR,MESJID AGUNG CIANJUR,PAMOYANAN|RUANG TENGAH,WIFI,2024
181,181,JAWA BARAT,3352,KABUPATEN CIANJUR,FASUM BOJONG ASRI (Masjid),"Kavling Bojong Asri, Sabandar, Karangtengah",WIFI,2024
182,182,JAWA BARAT,3353,KABUPATEN CIANJUR,UPTD Terminal Rawa Bango,Jl. Raya Bandung Desa Bojong Cianjur,WIFI,2024
183,183,JAWA BARAT,3354,KABUPATEN CIANJUR,MANDE,JL ARIA NATAMANGGALA KEC MANDE,WIFI,2024
184,184,JAWA BARAT,3355,KABUPATEN CIANJUR,PASAR GSP SUKARESMI,"Sukanagalih, Pacet, Cianjur",WIFI,2024
185,185,JAWA BARAT,3356,KABUPATEN CIANJUR,PASAR CIGOMBONG,"Jl. Raya Ciherang, Ciherang, Kec. Pacet, Kabupaten Cianjur",WIFI,2024
186,186,JAWA BARAT,3357,KABUPATEN CIANJUR,PACET,KAMPUNG BALAKANG KEC PACET,WIFI,2024
187,187,JAWA BARAT,3358,KABUPATEN CIANJUR,PLUT,"PLUT KUMKM, Pacet, Cianjur",WIFI,2024
188,188,JAWA BARAT,3359,KABUPATEN CIANJUR,KAUM PAGELARAN,"Jl Raya Pagelaran, Pagelaran, Cianjur",WIFI,2024
189,189,JAWA BARAT,3360,KABUPATEN CIANJUR,PASAR PAGELARAN,"Jl Raya Pagelaran, Pagelaran, Cianjur",WIFI,2024
190,190,JAWA BARAT,3361,KABUPATEN CIANJUR,ALUN-ALUN PAGELARAN,"Jl Raya Pagelaran, Pagelaran, Cianjur",WIFI,2024
191,191,JAWA BARAT,3362,KABUPATEN CIANJUR,PAGELARAN,KAMPUNG PAGEULARAN HILIR RT 002/005 KEC PAGELARAN,WIFI,2024
192,192,JAWA BARAT,3363,KABUPATEN CIANJUR,ALUN-ALUN SINDANGBARANG,"Jl. Raya Sindangbarang, Saganten, Kabupaten Cianjur, Jawa Barat",WIFI,2024
193,193,JAWA BARAT,3364,KABUPATEN CIANJUR,DEPAN KANTOR KEC SINDANGBARANG,jl raya sindangbarang saganten cianjur indonesia sindangbarang,WIFI,2024
194,194,JAWA BARAT,3365,KABUPATEN CIANJUR,SINDANGBARANG,DESA SAGANTENG KEC SINDANGBARANG,WIFI,2024
195,195,JAWA BARAT,3366,KABUPATEN CIANJUR,DAMKAR SINDANGBARANG,Sindangbarang,WIFI,2024
196,196,JAWA BARAT,3367,KABUPATEN CIANJUR,SUKANAGARA,KAMPUNG HAUR KUNING RT 004/001 KEC SUKANAGARA,WIFI,2024
197,197,JAWA BARAT,3368,KABUPATEN CIANJUR,SUKANAGARA,KAMPUNG CAMPAKA NO 14 KEC SUKANAGARA,WIFI,2024
198,198,JAWA BARAT,3369,KABUPATEN CIANJUR,LAPANG JAGARAKSA / KTR KUA (Disdukcapil),"Jl. Jambudipa No.39, Jambudipa, Kec. Warungkondang, Kabupaten Cianjur",WIFI,2024
199,199,JAWA BARAT,3370,KABUPATEN CIANJUR,PASAR WARUNGKONDANG,GG AL MUNAWARCIKAROYA CIANJUR Indonesia SOLOK PANDAN,WIFI,2024
