id_wifi;provinsi;kota_kabupaten;kecamatan;nama_lokasi;alamat;tahun;key_kec;lat_kec;lon_kec;lat_kot;lon_kot
1;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANDIR;KECAMATAN ANDIR;JL. SRIGUNTING RAYA NO.1, SUMUR BANDUNG, GARUDA, ANDIR, KOTA BANDUNG, JAWA BARAT 40117, INDONESIA;2017;KOTA BANDUNG_KECAMATAN ANDIR;-69.082.772;1.075.741.277;-69.218.457;1.076.070.833
2;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN ANTAPANI;JL. A.H. NASUTION NO.14, JATIHANDAP, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40193, INDONESIA;2017;KOTA BANDUNG_KECAMATAN ANTAPANI;-69.038.407;1.076.644.191;-69.218.457;1.076.070.833
3;JAWA BARAT;KOTA BANDUNG;KECAMATAN BOJONGLOA KALER;BALAI RIDWAN KAMIL;JALAN PASIR KOJA, JAMIKA, WEST JAVA, 40181, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BOJONGLOA KALER;-69.387.537;1.075.936.624;-69.218.457;1.076.070.833
4;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;BALAIKOTA BANDUNG;JL. WASTUKENCANA NO. 2, BABAKAN, CIAMIS, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
5;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG KIDUL;KECAMATAN BANDUNG KIDUL;JL. BATUNUNGGAL NO.3, KB. WARU, BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40272, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BANDUNG KIDUL;-6.941.212;1.075.973.587;-69.218.457;1.076.070.833
6;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG KULON;KECAMATAN BANDUNG KULON;JL. HOLIS NO.210, CARINGIN, BANDUNG KULON, KOTA BANDUNG, JAWA BARAT 40212, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BANDUNG KULON;-69.415.462;1.076.855.076;-69.218.457;1.076.070.833
7;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;KECAMATAN BANDUNG WETAN;JL. TAMAN SARI NO.49, LB. SILIWANGI, COBLONG, KOTA BANDUNG, JAWA BARAT 40132, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
8;JAWA BARAT;KOTA BANDUNG;BANDUNG WETAN;BEER POINT TRAFFIC CAFE;PASTEUR 11 A;2017;KOTA BANDUNG_BANDUNG WETAN;-69.020.925;1.076.198.013;-69.218.457;1.076.070.833
9;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;BEER POINT TRAFFIC CAFE;PASTEUR 11 A;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
10;JAWA BARAT;KOTA BANDUNG;KECAMATAN BOJONGLOA KALER;KECAMATAN BOJONGLOA KALER;JALAN K. HAJI WAHID HASYIM NO. 258, SUKA ASIH, BOJONGLOA KALER, SUKA ASIH, BOJONGLOA KALER, KOTA BANDUNG, JAWA BARAT 40233, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BOJONGLOA KALER;-69.387.537;1.075.936.624;-69.218.457;1.076.070.833
11;JAWA BARAT;KOTA BANDUNG;KECAMATAN BOJONGLOA KIDUL;KECAMATAN BOJONGLOA KIDUL;JL. KEBON LEGA II, SITUSAEUR, BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT 40235, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BOJONGLOA KIDUL;-6.941.212;1.075.973.587;-69.218.457;1.076.070.833
12;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;KECAMATAN CIBEUNYING KALER;JL. RAYA CIGADUNG SELATAN NO. 100 C, CIGADUNG, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191, INDONESIA;2017;KOTA BANDUNG_KECAMATAN CIBEUNYING KALER;-68.858.122;1.076.264.216;-69.218.457;1.076.070.833
13;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBIRU;KECAMATAN CIBIRU;JL. MANISI NO.13, PASIR BIRU, CIBIRU, KOTA BANDUNG, JAWA BARAT 40614, INDONESIA;2017;KOTA BANDUNG_KECAMATAN CIBIRU;-69.291.846;1.077.202.398;-69.218.457;1.076.070.833
14;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;KECAMATAN COBLONG;JL. SANGKURIANG NO.10A, DAGO, COBLONG, KOTA BANDUNG, JAWA BARAT 40135, INDONESIA;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
15;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;DINAS PERPUSTAKAAN DAN KEARSIPAN;JL. P. SERAM LUWUK BANGGAO NO.2, CITARUM, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
16;JAWA BARAT;KOTA BANDUNG;KECAMATAN GEDEBAGE;KECAMATAN GEDEBAGE;JL. GEDEBAGE NO.292, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295, INDONESIA;2017;KOTA BANDUNG_KECAMATAN GEDEBAGE;-69.415.462;1.076.855.076;-69.218.457;1.076.070.833
17;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;GEREJA HKBP;JL. L. L. RE.MARTADINATA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
18;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;GOR CITRA;JL. CIKUTRA NO.278, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN CIBEUNYING KALER;-68.858.122;1.076.264.216;-69.218.457;1.076.070.833
19;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;INSPEKTORAT KOTA BANDUNG;JALAN TERA, KAREES KULON, BABAKAN CIAMIS, WEST JAVA, 40112, INDONESIA;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
20;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;KECAMATAN KIARA CONDONG;JL. SARIWATES INDAH NO.7, BABAKAN SARI, KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283, INDONESIA;2017;KOTA BANDUNG_KECAMATAN ANTAPANI;-69.038.407;1.076.644.191;-69.218.457;1.076.070.833
21;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANTAPANI;LAPANG GASMIN ANTAPANI;NO., JL. PURWAKARTA NO.216, ANTAPANI, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN ANTAPANI;-69.038.407;1.076.644.191;-69.218.457;1.076.070.833
22;JAWA BARAT;KOTA BANDUNG;KECAMATAN MANDALAJATI;KECAMATAN MANDALAJATI;JALAN PASIR IMPUN BARAT, MANDALAJATI, KARANG PAMULANG, MANDALAJATI, KOTA BANDUNG, JAWA BARAT 40195, INDONESIA;2017;KOTA BANDUNG_KECAMATAN MANDALAJATI;-68.950.179;1.076.766.436;-69.218.457;1.076.070.833
23;JAWA BARAT;KOTA BANDUNG;KECAMATAN RANCASARI;MASJID AL ADLA;KOMPLEK RIUNG BANDUNG, JL. RIUNG TINEUNG, CISARANTEN KIDUL, GEDEBAGE, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN RANCASARI;-69.480.186;1.076.750.209;-69.218.457;1.076.070.833
24;JAWA BARAT;KOTA BANDUNG;KECAMATAN RANCASARI;MASJID AL HIKMAH;KOMPLEK RIUNG BANDUNG, JALAN RIUNG BANDUNG, CIPAMOKOLAN, RANCASARI, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN RANCASARI;-69.480.186;1.076.750.209;-69.218.457;1.076.070.833
25;JAWA BARAT;KOTA BANDUNG;KECAMATAN RANCASARI;MASJID AL JIHAD;KOMP. RIUNG BANDUNG;2017;KOTA BANDUNG_KECAMATAN RANCASARI;-69.480.186;1.076.750.209;-69.218.457;1.076.070.833
26;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;MASJID AL MANAR;JL. PUTER NO.5, SADANG SERANG, COBLONG, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
27;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;MASJID AL UKHUWAH;MASJID AL UKHUWAH, JALAN WASTUKANCANA, BABAKAN CIAMIS, BANDUNG CITY, WEST JAVA;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
28;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUKASARI;MASJID DAARUT TAUHID BANDUNG;JL. GEGER KALONG GIRANG NO.40, ISOLA, SUKASARI, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN SUKASARI;-68.689.671;1.075.825.708;-69.218.457;1.076.070.833
29;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;MASJID ISTIQOMAH;JL. CITARUM NO.6, CITARUM, BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
30;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;MASJID MIFTAHUL HIDAYAH;JL. MANGGA, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
31;JAWA BARAT;KOTA BANDUNG;KECAMATAN CIBEUNYING KALER;MASJID PUSDAI;PUSDAI (PUSAT DAKWAH ISLAM), JALAN DIPONOGORO, SADANG SERANG, WEST JAVA, 40114, INDONESIA;2017;KOTA BANDUNG_KECAMATAN CIBEUNYING KALER;-68.858.122;1.076.264.216;-69.218.457;1.076.070.833
32;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUKAJADI;MASJID RAYA CIPAGANTI;JL. RAA WIRANATAKUSUMAH (JALAN CIPAGANTI) NO 85, BANDUNG, INDONESIA.;2017;KOTA BANDUNG_KECAMATAN SUKAJADI;-68.925.837;1.075.884.968;-69.218.457;1.076.070.833
33;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;MASJID SALMAN ITB;MASJID SALMAN ITB, JALAN GANESHA, LEBAK SILIWANGI, WEST JAVA, 40132, INDONESIA;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
34;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUKASARI;MOREBIT;JALAN SUKAHAJI, CITEUREUP, GEGER KALONG, WEST JAVA, 40163, INDONESIA;2017;KOTA BANDUNG_KECAMATAN SUKASARI;-68.689.671;1.075.825.708;-69.218.457;1.076.070.833
35;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;MUSEUM ASIA AFRIKA;JL. ASIA AFRIKA NO.65, BRAGA, SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
36;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;NIGHT TRAIN;JL CIHAMPELAS NO 92;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
37;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;PET PARK;JL. CILIWUNG NO.14, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
38;JAWA BARAT;KOTA BANDUNG; KECAMATAN ANDIR;PONPES DAARUTTAUBAH;JL. DAARUT TAUBAH, ANDIR, DUNGUS CARIANG, ANDIR, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_ KECAMATAN ANDIR;-69.082.772;1.075.741.277;-69.218.457;1.076.070.833
39;JAWA BARAT;KOTA BANDUNG;KECAMATAN RANCASARI;KECAMATAN RANCASARI;JALAN BUMI SANTOSA NO.12, RANCASARI, CIPAMOKOLAN, BANDUNG, KOTA BANDUNG, JAWA BARAT 40292, INDONESIA;2017;KOTA BANDUNG_KECAMATAN RANCASARI;-69.480.186;1.076.750.209;-69.218.457;1.076.070.833
40;JAWA BARAT;KOTA BANDUNG;KECAMATAN ANDIR;STASIUN BANDUNG;JL. STASIUN BARAT NO.1, KB. JERUK, ANDIR, KOTA BANDUNGCICENDO, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN ANDIR;-69.082.772;1.075.741.277;-69.218.457;1.076.070.833
41;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUKAJADI;KECAMATAN SUKAJADI;JL. TERUSAN SUKAMULYA NO.4, SUKAGALIH, SUKAJADI, KOTA BANDUNG, JAWA BARAT 40163, INDONESIA;2017;KOTA BANDUNG_KECAMATAN SUKAJADI;-68.925.837;1.075.884.968;-69.218.457;1.076.070.833
42;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUKASARI;KECAMATAN SUKASARI;JL. GEGERKALONG HILIR, GEGERKALONG, SUKASARI, KOTA BANDUNG, JAWA BARAT 40153, INDONESIA;2017;KOTA BANDUNG_KECAMATAN SUKASARI;-68.689.671;1.075.825.708;-69.218.457;1.076.070.833
43;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;KECAMATAN SUMUR BANDUNG;JL. LOMBOK NO.6, SUMURBANDUNG, MERDEKA, SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40113, INDONESIA;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
44;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;TAMAN CIBEUNYING;JALAN TAMAN CIBEUNYING SELATAN, CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
45;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;TAMAN CIKAPUNDUNG RIVER SPOT;BRAGA, SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
46;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;TAMAN DINAS PEMAKAMAN DAN PERTAMANAN;JL. AMBON NO.1 A, CITARUM, BANDUNG, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
47;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;TAMAN FILM;JL. LAYANG PASUPATI, BANDUNG WETAN, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
48;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;TAMAN FITNESS;KLINIK TEUKU ANGKASA, JALAN TENGKU ANGKASA, LEBAK SILIWANGI, WEST JAVA, 40133, INDONESIA;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
49;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;TAMAN FLEXI;JL. IR. H.JUANDA, TAMAN SARI, BANDUNG WETAN, BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
50;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;TAMAN FOTO CEMPAKA;TAMAN CEMPAKA, JALAN PATRA KOMALA, CITARUM, WEST JAVA, 40113, INDONESIA;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
51;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;TAMAN JOMBLO;JALAN TAMANSARI NO.66, COBLONG, TAMAN SARI, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
52;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;TAMAN KOTA CIKAPAYANG DAGO;JL. IR. H. DJUANDA NO. 79, COBLONG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
53;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;TAMAN LANSIA;TAMAN LANSIA, JALAN CILAKI, LEBAK GEDE, WEST JAVA, 40114, INDONESIA;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
54;JAWA BARAT;KOTA BANDUNG;KECAMATAN COBLONG;TAMAN MONUMEN PERJUANGAN RAKYAT;JL. DIPATIUKUR NO.48, LB. GEDE, COBLONG, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN COBLONG;-68.833.649;1.076.111.419;-69.218.457;1.076.070.833
55;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;TAMAN MUSIK CENTRUM;TAMAN MUSIK CENTRUM, JALAN BALI, BANDUNG, WEST JAVA, 40113, INDONESIA;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
56;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;TAMAN PERSIB;LAPANGAN SUPRATMAN, JALAN LAPANG SUPRATMAN, CIHAUR GEULIS, WEST JAVA, 40122, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
57;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;TAMAN PRAMUKA;TAMAN PRAMUKA, JALAN R.E. MARTADINATA, CITARUM, WEST JAVA, 40114, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
58;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;TAMAN PUSTAKA BUNGA;TAMAN PUSTAKA BUNGA KANDAGA PUSPA, JALAN CISANGKUY, LEBAK GEDE, WEST JAVA, 40114, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
59;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;TAMAN RESTORASI SUNGAI CIKAPAYANG;JALAN MERDEKA NO. 30, SUMURBANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
60;JAWA BARAT;KOTA BANDUNG;KECAMATAN BANDUNG WETAN;TAMAN SUPER HERO;WAROENG BOENTOET, 46, JALAN ANGGREK, CIHAPIT, WEST JAVA, 40122, INDONESIA;2017;KOTA BANDUNG_KECAMATAN BANDUNG WETAN;-68.969.431;1.076.095.714;-69.218.457;1.076.070.833
61;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUMUR BANDUNG;TAMAN VANDA;JALAN MERDEKA NO.9, SUMUR BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN SUMUR BANDUNG;-69.133.361;1.076.180.033;-69.218.457;1.076.070.833
62;JAWA BARAT;KOTA BANDUNG;KECAMATAN BOJONGLOA KIDUL;TERMINAL LEUWIPANJANG;JALAN LEUWI PANJANG, SITUSAEUR, BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT;2017;KOTA BANDUNG_KECAMATAN BOJONGLOA KIDUL;-6.941.212;1.075.973.587;-69.218.457;1.076.070.833
63;JAWA BARAT;KOTA BANDUNG;KECAMATAN SUKAJADI;UNION JACK PITCHER;SETRASARI MALL BLOK B4 NO 64;2017;KOTA BANDUNG_KECAMATAN SUKAJADI;-68.925.837;1.075.884.968;-69.218.457;1.076.070.833
64;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Kelurahan Bintara;Jl. Bintaraviii, Bintara, Bekasi Barat;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
65;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Taman Rw 16;Perum Griya Prima Bintara Rw. 16;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
66;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Kelurahan Bintara Jaya;Jl. Raya Bintara Jaya 8 No.99;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
67;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Kelurahan Jakasampurna;Jl. Kh. Noer Ali No.1, Rt.008/Rw.002;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
68;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Folder Air Fajar Indah Rw.20;Perum Fajar Indah Rw. 20;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
69;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Taman Rw.20;Perum Fajar Indah Rw. 20;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
70;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Masjid Al Ishlah;Jl. Srikaya 1 No. 01;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
71;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Kelurahan Kotabaru;Jl. Duku Raya No.1;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
72;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Koramil 01 Kranji;Jl. Jend. Sudirman No.19A;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
73;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Kelurahan Kranji;Jl. Parkit Raya, Kranji, Bekasi Barat;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
74;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw 011;Jl. Makam Rt.003/011 Kel. Kranji;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
75;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw 014;Jl. Banteng Rt 001/014;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
76;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Taman Cluster Violet;Jl. Terusan I Gusti Ngurah Rai Rw 16;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
77;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw 010;Jl. Masjid Al Ikhlas Rt 002/010;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
78;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw. 07;Jl. Mangga Raya No.69 Perumnas I;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
79;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Sekretariat Bersama Rw.01;Jl. Al Ikhlas 4 Rt.04 Rw.01;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
80;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Wisata Kuliner Rw. 06B;Jl. Majapahit Rt.004 / 06B;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
81;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Wisata Kuliner Rw. 009;Jl. Lawu Rt.007 / 009;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
82;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw. 001;Jl. Patriot Dalam Rt. 001 / 001;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
83;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Masjid Jami Baiturrahman;Jl. Mawar Raya Rt. 010 / 002;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
84;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Masjid At-Taqwa;Rawa Pasung Rt.003 Rw.022;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
85;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw.010;Kp. Rawa Bebek Rw.010;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
86;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor. Rw.02;Rw. 02;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
87;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw.01;Jl. Bintara Iv Rt.003 / 01;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
88;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw.02;Jl. Bintara Iii Rt.003 / 02;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
89;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Kecamatan Bekasi Barat;Jl. Bintara Raya Rt.013 / 10;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
90;JAWA BARAT;KOTA BEKASI;BEKASI BARAT;Kantor Sekretariat Rw.15;Jl. Bintara Iv Rt.002 / 15;2022;KOTA BEKASI_BEKASI BARAT;-62.529.489;1.069.904.237;-62.349.858;1.069.945.444
