id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;bps_kode_kecamatan;bps_nama_kecamatan;kemendagri_kode_kecamatan;kemendagri_nama_kecamatan;nama_lokasi;alamat;satuan;tahun
  ;Indonesia ;,Titik Wifi,2023;;;;;;;;;;
1095;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;BALAI RT. 001 RW. 002;BALAI RT. 001 RW. 002, Jl. Perjuangan Sisi Barat Kp. Teluk;;
  Buyung ; KELURAHAN MARGA MULYA;Bekasi Utara ;Kota Bekasi ;Jawa Barat;;;;;;;;
  ;Indonesia ;"17142""";Titik Wifi;2023;;;;;;;;
1096;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;PASOS FASUM RT. 001 RW. 015;PASOS FASUM RT. 001 RW. 015, Villa Mas Indah Blok B, RT. 001;;
  RW. 015; KELURAHAN HARAPAN BARU;Bekasi Utara ;Kota Bekasi ;Jawa Barat;;;;;;;;
  ;Indonesia ;"17123""";Titik Wifi;2023;;;;;;;;
1097;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;TAMAN KECAMATAN BEKASI UTARA;TAMAN KECAMATAN BEKASI UTARA, Jl. KH. Muchtar Tabrani,;;
  KELURAHAN PERWIRA; Bekasi Utara; Kota Bekasi; Jawa Barat; Indonesia;,Titik Wifi,2023;;;;;;;
1098;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;KANTOR SEKRETARIAT RW. 001;KANTOR SEKRETARIAT RW. 001, Jl. Kaliabang Bungur, Al-Bahar;;
  RT.006 RW.001; KELURAHAN HARAPAN JAYA; Bekasi Utara; Kota Bekasi; Jawa Barat;;;;;;;;
  Indonesia;,Titik Wifi,2023;;;;;;;;;;;
1099;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;ALUN-ALUN TAMAN WISMA ASRI I;ALUN-ALUN TAMAN WISMA ASRI I, Taman Wisma Asri RT.001 RW.013,;;
  KELURAHAN TELUK PUCUNG; Bekasi Utara; Kota Bekasi; Jawa Barat; Indonesia;,Titik Wifi,2023;;;;;;;
1100;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;KANTOR SEKRETARIAT RW. 006;KANTOR SEKRETARIAT RW. 006, JALAN / GANG TARUNA 1, NO. 33 RT.;;
  006 RW. 006; KELURAHAN PERWIRA;Bekasi Utara ;Kota Bekasi ;Jawa Barat;;;;;;;;
  ;Indonesia ;"17122""";Titik Wifi;2023;;;;;;;;
1101;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;MASJID JAMI AL-A'RAAF;MASJID JAMI AL-A'RAAF, PONDOK UNGU PERMAI RT. 003 RW. 026,;;
  KELURAHAN KALIABANG TENGAH;Bekasi Utara ;Kota Bekasi ;Jawa Barat ;Indonesia;;;;;;;;
  ;"17125""";Titik Wifi;2023;;;;;;;;;
1102;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;TAMAN PESONA ANGGREK;TAMAN PESONA ANGGREK, RT. 006 RW. 027, KELURAHAN HARAPAN;;
  JAYA;Bekasi Utara ;Kota Bekasi ;Jawa Barat ;Indonesia ;"17124""";Titik Wifi;2023;;;;;
1103;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;KANTOR SEKRETARIAT RT. 001;KANTOR SEKRETARIAT RT. 001, Jl. Raya Perjuangan Gg. Rahayu 1;;
  RT. 001 RW. 001; KELURAHAN MARGA MULYA;Bekasi Utara ;Kota Bekasi ;Jawa Barat;;;;;;;;
  ;Indonesia ;,Titik Wifi,2023;;;;;;;;;;
1104;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;KANTOR SEKRETARIAT RW. 024;KANTOR SEKRETARIAT RW. 024, Jl. Sersan Misnadi, Gg. Binangun;;
  II No.38 RT. 002 RW. 024; KELURAHAN KALIABANG TENGAH;Bekasi Utara ;Kota;;;;;;;;;
  Bekasi ;Jawa Barat ;Indonesia ;,Titik Wifi,2023;;;;;;;;;
1105;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;SAUNG FKRW RW. 013;SAUNG FKRW RW. 013, Alun - Alun Taman Wisma Asri RT. 001 RW.;;
13; KELURAHAN TELUK PUCUNG;Bekasi Utara ;Kota Bekasi ;Jawa Barat ;Indonesia;;;;;;;
  ;"17121""";Titik Wifi;2023;;;;;;;;;
1106;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;POS RT. HARAPAN BARU;Jalan Semangka 2, Harapan Baru;Titik Wifi;2023
1107;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;SEKRETARIAT RW.017;SEKRETARIAT RW.017, JL. REFORMASI 1 RT.001 RW.017KEL.;;
  PERWIRAKEC. BEKASI UTARA;" DODDY / 081380815901""";Titik Wifi;2023;;;;;;;;;
1108;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;SEKRETARIAT RW.028;SEKRETARIAT RW.028, JL. ALBAHAR NO.6 RT.001 RW.028KEL. HARAPAN;;
  JAYA; KEC. BEKASI UTARA;" FIRMAN / 081361441066""";Titik Wifi;2023;;;;;;;;
1109;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;SEKRETARIAT RW.021;SEKRETARIAT RW. 021, JL. SIDOMAKMUR 8 RW. 021, KEL. KALIABANG;;
  TENGAH;" KEC. BEKASI UTARA (SUKOCO / 082111297742)""";Titik Wifi;2023;;;;;;;;;
1110;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;TAMAN SUTET;TAMAN SUTET, RW. 028, KEL. TELUK PUCUNG,KEC. BEKASI UTARA(YOSE;;
"  / 085156009085)""";Titik Wifi;2023;;;;;;;;;;
1111;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;SEKRETARIAT RT.06;SEKRETARIAT RT. 006, PERUM VILLA INDAH PERMAI BLOK H 12 N0.15;;
  RT. 006 RW. 028; KEL. TELUK PUCUNG;" KEC. BEKASI UTARA (YOSE / 085156009085)""";Titik Wifi;2023;;;;;;;;
1112;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;KAWASAN KULINER DANAU DUTA HARAPAN;KAWASAN KULINER DANAU DUTA HARAPAN, RW. 011, KEL. HARAPAN;;
  BARU;" KEC. BEKASI UTARA(RIZMI / 081517727814)""";Titik Wifi;2023;;;;;;;;;
1113;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;SEKRETARIAT RW.003;SEKRETARIAT RW. 003, JL. KAVLING AL-IKHLAS RT. 006 RW. 003,;;
  KEL. MARGA MULYA;" KEC. BEKASI UTARA (KUSNADI / 085694985487)""";Titik Wifi;2023;;;;;;;;;
1114;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;PENDOPO RT. 005 WISMA ASRI 2;JL. KELAPA HIJAU V BLOK AA 37 RT.005 RW.027KEL. TELUK;;
"  PUCUNGKEC. BEKASI UTARA081283487851""";Titik Wifi;2023;;;;;;;;;;
1115;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;SEKRETARIAT RT.002;KP. IRIAN RT.002 RW.004KEL. TELUK PUCUNGKEC. BEKASI;;
"  UTARA082114836364""";Titik Wifi;2023;;;;;;;;;;
1116;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;POS RT. 010 RW. 011;PONDOK UNGU PERMAI RT. 010 RW. 011, KEL. KALIABANG TENGAH,;;
"  KEC. BEKASI UTARA""";Titik Wifi;2023;;;;;;;;;;
1117;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;BALAI WARGA RW.03;Kp. Bulak Macan Jl. Macan Raya RT.07 RW.03;Titik Wifi;2023
1118;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Pos RT. 003 RW. 003 (FASUM),;Jl. Rawa Silem II, Kelurahan Kaliabang Tengah, Kecamatan;;
  Bekasi Utara; Bekasi;" Jawa Barat. PIC : Agung No.081213423222""";Titik Wifi;2023;;;;;;;;
1119;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;SEKRETARIAT PMII BHAYANGKARA;JL. KOMP. MARGAMULYA RT.004 RW.002, KEL. MARGAMULYA, KEC.;;
"  BEKASI UTARA""";Titik Wifi;2023;;;;;;;;;;
1120;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Taman Edukasi Lingkungan;Jl. Lingkar Utara Rt 01/014;Titik Wifi;2023
1121;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Taman Duta Harapan;Rt.012/Rw.014, Harapan Baru;Titik Wifi;2023
1122;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Kelurahan Harapan Jaya;Jl. Al Bahar I No.1;Titik Wifi;2023
1123;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Kelurahan Kali Abang Tengah;Jl. Pondok Ungu Permai;Titik Wifi;2023
1124;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Musholla Baitul Mukmin;Jl. Rajawali 1 Rt.09 Rw.03;Titik Wifi;2023
1125;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Yayasan Yatim Piatu Assuáda Wal Atqiya [Datek Tcf-14275];Kp. Rawa Bugel Rt.003/003;Titik Wifi;2023
1126;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Kelurahan Marga Mulya;Jl. Perjuangan No.1;Titik Wifi;2023
1127;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Kelurahan Perwira;Jl. Kh. Muchtar Thabrani No.25;Titik Wifi;2023
1128;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Sekretariat Rw.015;Taman Wisma Asri Jl. Jeruk Raya 9;Titik Wifi;2023
1129;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Kelurahan Teluk Pucung;Jl. Perjuangan Raya No.1;Titik Wifi;2023
1130;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Sekretariat Rt 01 Rw 29;Jl. Anyelir 1 Blok R.21;Titik Wifi;2023
1131;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw 029;Jl.Bougenville Raya No.1;Titik Wifi;2023
1132;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kampung Irian Rw.04;Jl. Perjuangan Rw.04;Titik Wifi;2023
1133;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Pendopo Rt.07;Jl. Mangga Harumanis Rt.007 Taman Wisma Asri;Titik Wifi;2023
1134;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Masjid Arrohmah;Kp.Asem Rt.001/011;Titik Wifi;2023
1135;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.08;Kantor Sekretariat Rt.03 Rw.08;Titik Wifi;2023
1136;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.04;Balai Rt. 007 Rw.04 Jl. Mulawarman;Titik Wifi;2023
1137;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.20;Kantor Sekretariat Rw.20 Jl. Pelangi 2 Rw.20;Titik Wifi;2023
1138;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.003;Kantor Sekretariat Rw.03, Rt 002 Rw.03;Titik Wifi;2023
1139;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.014;Kantor Sekretariat Rw.14;Titik Wifi;2023
1140;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.06;Sekretariat Rt.03 Rw.06;Titik Wifi;2023
1141;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.03;Sekretariat Rt.03 Rw.03;Titik Wifi;2023
1142;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.15;Kantor Sekretariat Rt.08 Rw.15;Titik Wifi;2023
1143;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.14;Kantor Sekretariat Rw.14;Titik Wifi;2023
1144;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.01;Kantor Sekretariat Rw.01;Titik Wifi;2023
1145;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.11;Alun-Alun Wisma Asri;Titik Wifi;2023
1146;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.10;Kantor Sekretariat Rw.010;Titik Wifi;2023
1147;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.09;Kantor Sekretariat Rw.009;Titik Wifi;2023
1148;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.05;Kantor Sekretariat Rw.005;Titik Wifi;2023
1149;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Rumah Pintar Bekasi Utara;Perum Permata Hijau Permai Rt. 07 Rw.17;Titik Wifi;2023
1150;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Pendopo Suhaemi;Kp. Teluk Buyung Rt.002/009;Titik Wifi;2023
1151;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Agrowisata Farming Tanterika;Jl. Pintu Air Rt.004/001;Titik Wifi;2023
1152;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Yayasan Yatim Piatu Assuáda Wal Atqiya [Tcf-14261 Masjid Jamie;;;
"  Assu'Ada]""";Kp. Rawa Bugel Rt.003/003;Titik Wifi;2023;;;;;;;;;
1153;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Sekretariat Rw.20;Taman Wisma Asri Jl. Cempedak Ii Rt.004 Rw.20;Titik Wifi;2023
1154;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Sekretariat Rw.25;Rt.004 Rw.025;Titik Wifi;2023
1155;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.026;Jl. Ampel Jaya Kp. Rawa Bugel Rw.026;Titik Wifi;2023
1156;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Sekretariat Rw.005;Jl. Kh.Muchtar Thabrani Rt.002 Rw.005 Gang Perwira Ix;Titik Wifi;2023
1157;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Kelurahan Harapan Baru;Jl. Raya Perjuangan Kel. Harapan Baru;Titik Wifi;2023
1158;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.04;Kantor Sekretariat Rw.04 Jl. Swadaya Iii Rt.01 Rw.04;Titik Wifi;2023
1159;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.12;Lapangan Perwira Rw.012;Titik Wifi;2023
1160;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.004;Kantor Sekretariat Rt.004 Rw.004;Titik Wifi;2023
1161;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.21;Perumahan Alinda Kencana Permai I Rt.01 Rw.21;Titik Wifi;2023
1162;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariatrw.14;Kantor Sekretariat Rw.014;Titik Wifi;2023
1163;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Sekretariat Rw.11;Komp. Sbs Jl. Danau Toba V Rt.08 Rw.11;Titik Wifi;2023
1164;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Kantor Sekretariat Rw.17;Perum Permata Hijau Permai Lapangan Segitiga Rw.17;Titik Wifi;2023
1165;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.18;Kantor Sekretariat Rw.18 Kaliabang Rw.18;Titik Wifi;2023
1166;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Taman Harapan Baru;Kel. Harapan Baru;Titik Wifi;2023
1167;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.07;Kantor Rt. 03 Rw.07;Titik Wifi;2023
1168;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.07;Gedung Serbaguna Rw.07 Jl. Tambora Rt.010 Rw.07;Titik Wifi;2023
1169;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.09;Kantor Sekretariat Rw.09;Titik Wifi;2023
1170;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.26;Sekretariat Rw.26;Titik Wifi;2023
1171;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.22;Pondok Ungu Permai Rt.04 Rw.22;Titik Wifi;2023
1172;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.09;Taman Bhineka;Titik Wifi;2023
1173;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Sekretariat Rw.12;Kantor Sekretariat Rw.12 Jl. Gunung Krakatau Rw 12;Titik Wifi;2023
1174;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Hall Pingpong Sport Center;Perum Prima Harapan Regency Rt.10 Rw.09;Titik Wifi;2023
1175;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Musholla Al-Huda;Jl. Sidomakmur 8, Rt.006/Rw.02;Titik Wifi;2023
1176;32;JAWA BARAT;3275;KOTA BEKASI;3275070;BEKASI UTARA;32.75.03;BEKASI UTARA;Fasum RT.01 RW.14 Kelompok Wanita Tani “Sahabat Sampah”;Villa Mas Indah Blok B4/4 RT.01 RW.14;Titik Wifi;2023
1177;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT KARANG TARUNA BHAKTI REMAJA;Kantor Sekretariat Karang Taruna Bhakti Remaja, Jl. KH. Moh;;
  Seman 1 Rt 001/008 Kel. Jatikramat; Jatiasih; Kota Bekasi; Jawa Barat;;;;;;;;;
  Indonesia;" 17421""";Titik Wifi;2023;;;;;;;;;
1178;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;BALAI KETUA RW. 011;Balai Ketua RW. 011, Jl. Mangga 5 No 25 Rt 002 Rw 011, Kel.;;
  Jatikramat;Jatiasih ;Kota Bekasi ;Jawa Barat ;Indonesia ;"17421""";Titik Wifi;2023;;;;;
1179;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT RW. 001;Kantor Sekretariat RW. 001, Kp. Bojongsari Jl H Hanafi RT;;
  04/01; kel. Jatisari;Jatiasih ;Kota Bekasi ;Jawa Barat ;Indonesia ;"17426""";Titik Wifi;2023;;;;
1180;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;BALAI RT. 004/001;Balai RT. 004 RE. 001, RT 04/01 Jl. Gg . H. Nelin No. 18 B;;
  (tikor: RT. 002/001); kel. Jatikramat;Jatiasih ;Kota Bekasi ;Jawa Barat;;;;;;;;
  ;Indonesia ;"17421""";Titik Wifi;2023;;;;;;;;
1181;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KAMPUNG CAKUNG RT. 001 RW. 005;Kampung Cakung RT. 001 RW. 005, JL ALHIDAYAH RT 01/05, Kel.;;
  Jatisari;Jatiasih ;Kota Bekasi ;Jawa Barat ;Indonesia ;"17426""";Titik Wifi;2023;;;;;
1182;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT RT. 002 RW. 001;Kantor Sekretariat RT. 002 RW. 001, Kp. Rawa Bogo RT. 002/001;;
  (tikor: RT. 005/001); kel. Jatimekar;Jatiasih ;Kota Bekasi ;Jawa Barat;;;;;;;;
  ;Indonesia ;"17422""";Titik Wifi;2023;;;;;;;;
1183;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;LAPANGAN OLAHRAGA PERUMAHAN KODAU V RW. 002;Lapangan Olahraga Perum Kodau V, RW. 002, Perum. Kodau V RT.;;
  001/002 (tikor: Jl. Agung No. 16; RT. 003/002); Kel. Jatimekar;Jatiasih ;Kota;;;;;;;;
  Bekasi ;Jawa Barat ;Indonesia ;"17422""";Titik Wifi;2023;;;;;;;
1184;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT RW. 008;Sekretariat RW. 008, Jl. Kp. Pamahan RT. 002/008 (tikor: Jl,;;
  Kp Pamahan No. 26; RT. 001/009); kel. Jatimekar;Jatiasih ;Kota Bekasi ;Jawa;;;;;;;
  Barat ;Indonesia ;"17422""";Titik Wifi;2023;;;;;;;;
1185;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT RW. 011;Kantor Sekretariat RW. 011, Kp. Jaha RT. 007/011 (Jl.;;
  Rambutan; Kp. Jaha Pertigaan RT. 004/011); kel. Jatimekar;Jatiasih ;Kota;;;;;;;;
  Bekasi ;Jawa Barat ;Indonesia ;"17422""";Titik Wifi;2023;;;;;;;
1186;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT RW. 004;Kantor Sekretariat RW. 004, JL Perjuangan RT 02/04, kel.;;
  Jatisari;Jatiasih ;Kota Bekasi ;Jawa Barat ;Indonesia ;"17426""";Titik Wifi;2023;;;;;
1187;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;PERUMAHAN WAHANA PONDOK GEDE RT. 019 RW. 005;Perumahan Wahana Pondok Gede RT. 019/005, JL Wahana Pondok;;
  Gede Blok T4 RT. 019/005; kel. Jatisari;Jatiasih ;Kota Bekasi ;Jawa Barat;;;;;;;;
  ;Indonesia ;"17426""";Titik Wifi;2023;;;;;;;;
1188;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT RW. 001;Kantor Sekertariat RW. 001, Jl. Nawar RT 04/01, kel.;;
  Jatiluhur;Jatiasih ;Kota Bekasi ;Jawa Barat ;Indonesia ;"17425""";Titik Wifi;2023;;;;;
1189;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;MASJID AL-BADRIAH;Masjid Al-Badriah, RT. 005/010, Jatirasa,Jatiasih ,Kota Bekasi;;
  ;Jawa Barat ;Indonesia ;"17424""";Titik Wifi;2023;;;;;;;
1190;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;MASJID AL-IKHLAS;Masjid Al-Ikhlas, RW. 009, kel. Jatirasa,Jatiasih ,Kota Bekasi;;
  ;Jawa Barat ;Indonesia ;"17424""";Titik Wifi;2023;;;;;;;
1191;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT RW. 08;Kantor Sekretariat RW. 008, kel. Jatirasa,Jatiasih ,Kota;;
  Bekasi ;Jawa Barat ;Indonesia ;"17424""";Titik Wifi;2023;;;;;;;
1192;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;TAMAN RW. 014;Taman RW. 014, kel. Jatirasa,Jatiasih ,Kota Bekasi ,Jawa Barat;;
  ;Indonesia ;"17424""";Titik Wifi;2023;;;;;;;;
1193;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;POS KAMLING RT. 004 RW. 006;Pos Kamling RT. 004 RW. 006, Kp. Kebantenan RT 004/006 (tikor:;;
  RT. 002/006); kel. Jatiasih;Jatiasih ;Kota Bekasi ;Jawa Barat ;Indonesia;;;;;;;
  ;"17423""";Titik Wifi;2023;;;;;;;;;
1194;32;JAWA BARAT;3275;KOTA BEKASI;3275020;JATIASIH;32.75.09;JATIASIH;KANTOR SEKRETARIAT RW. 003;Kantor Sekretariat RW. 003, Kp. Pedurenan RT 02/03, kel.;;
